,age,class_of_worker,detailed_industry_recode,detailed_occupation_recode,education,wage_per_hour,enroll_in_edu_inst_last_wk,marital_stat,major_industry_code,major_occupation_code,race,hispanic_origin,sex,member_of_a_labor_union,reason_for_unemployment,full_or_part_time_employment_stat,capital_gains,capital_losses,dividends_from_stocks,tax_filer_stat,region_of_previous_residence,state_of_previous_residence,detailed_household_and_family_stat,detailed_household_summary_in_household,instance_weight,migration_code_change_in_msa,migration_code-change_in_reg,migration_code-move_within_reg,live_in_this_house_1_year_ago,migration_prev_res_in_sunbelt,num_persons_worked_for_employer,family_members_under_18,country_of_birth_father,country_of_birth_mother,country_of_birth_self,citizenship,own_business_or_self_employed,fill_inc_questionnaire_for_veteran's_admin,veterans_benefits,weeks_worked_in_year,year,income_gt_50k,dataset_partition
910,12,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,1548.2,nonmover,nonmover,nonmover,yes,not_in_universe,0,both_parents_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,1,0,training_set
911,18,private,40,19,6,0,high_school,never_married,entertainment,sales,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,single,not_in_universe,not_in_universe,child_18+_never_marr_not_in_a_subfamily,child_18_or_older,3698.94,nonmover,nonmover,nonmover,yes,not_in_universe,1,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,24,1,0,training_set
912,52,private,33,2,14,0,not_in_universe,married-civilian_spouse_present,retail_trade,executive_admin_and_managerial,white,all_other,male,no,not_in_universe,children_or_armed_forces,0,0,180,joint_both_under_65,not_in_universe,not_in_universe,householder,householder,2688.03,nonmover,nonmover,nonmover,yes,not_in_universe,6,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,1,0,training_set
913,7,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,2251.48,?,?,?,not_in_universe_under_1_year_old,?,0,both_parents_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,2,0,training_set
914,58,not_in_universe,0,0,11,0,not_in_universe,divorced,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,single,not_in_universe,not_in_universe,nonfamily_householder,householder,1481.83,nonmover,nonmover,nonmover,yes,not_in_universe,0,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,1,0,training_set
915,55,private,36,27,9,0,not_in_universe,divorced,private_household_services,private_household_services,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,single,not_in_universe,not_in_universe,nonfamily_householder,householder,1717.97,nonmover,nonmover,nonmover,yes,not_in_universe,1,not_in_universe,united-states,?,france,native-_born_abroad_of_american_parent(s),not_in_universe,not_in_universe,no,52,1,0,training_set
916,38,private,1,44,3,0,not_in_universe,divorced,agriculture,farming_forestry_and_fishing,white,mexican_(mexicano),female,not_in_universe,not_in_universe,full-time_schedules,0,0,0,head_of_household,not_in_universe,not_in_universe,householder,householder,2174.51,?,?,?,not_in_universe_under_1_year_old,?,5,not_in_universe,mexico,mexico,mexico,foreign_born-_not_a_citizen_of_u_s,not_in_universe,not_in_universe,no,48,2,0,training_set
917,1,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,1904.44,nonmover,nonmover,nonmover,yes,not_in_universe,0,both_parents_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,1,0,training_set
918,19,private,33,19,10,500,college_or_university,never_married,retail_trade,sales,white,all_other,female,no,not_in_universe,full-time_schedules,0,0,0,single,not_in_universe,not_in_universe,child_18+_never_marr_not_in_a_subfamily,child_18_or_older,2030.55,?,?,?,not_in_universe_under_1_year_old,?,6,not_in_universe,?,?,?,foreign_born-_not_a_citizen_of_u_s,not_in_universe,not_in_universe,no,40,2,0,training_set
919,67,not_in_universe,0,0,9,0,not_in_universe,divorced,not_in_universe_or_children,not_in_universe,white,cuban,female,not_in_universe,not_in_universe,not_in_labor_force,0,0,0,single,not_in_universe,not_in_universe,householder,householder,1921.17,?,?,?,not_in_universe_under_1_year_old,?,0,not_in_universe,cuba,cuba,cuba,foreign_born-_u_s_citizen_by_naturalization,not_in_universe,not_in_universe,no,0,2,0,training_set
920,3,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,873.48,nonmover,nonmover,nonmover,yes,not_in_universe,0,both_parents_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,1,0,training_set
921,33,private,42,8,15,2755,not_in_universe,married-civilian_spouse_present,medical_except_hospital,professional_specialty,white,all_other,female,no,not_in_universe,children_or_armed_forces,0,0,500,joint_both_under_65,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,1779.78,nonmover,nonmover,nonmover,yes,not_in_universe,6,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,48,1,0,training_set
922,28,state_government,47,28,13,0,not_in_universe,married-civilian_spouse_present,public_administration,protective_services,white,all_other,male,not_in_universe,not_in_universe,full-time_schedules,0,0,40,joint_both_under_65,not_in_universe,not_in_universe,householder,householder,1941.97,?,?,?,not_in_universe_under_1_year_old,?,6,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,no,not_in_universe,no,52,2,0,training_set
923,11,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,3030.22,?,?,?,not_in_universe_under_1_year_old,?,0,both_parents_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,2,0,training_set
924,36,not_in_universe,0,0,10,0,not_in_universe,married-civilian_spouse_present,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,3048.38,nonmover,nonmover,nonmover,yes,not_in_universe,0,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,1,0,training_set
925,67,not_in_universe,0,0,9,0,not_in_universe,married-civilian_spouse_present,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,not_in_labor_force,0,0,0,joint_both_65+,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,1895.56,?,?,?,not_in_universe_under_1_year_old,?,0,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,2,0,training_set
926,31,private,38,34,9,0,not_in_universe,married-civilian_spouse_present,business_and_repair_services,precision_production_craft_&_repair,white,puerto_rican,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,798.15,nonmover,nonmover,nonmover,yes,not_in_universe,2,not_in_universe,puerto-rico,puerto-rico,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,1,0,training_set
927,85,not_in_universe,0,0,9,0,not_in_universe,widowed,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,1870,0,single,not_in_universe,not_in_universe,nonfamily_householder,householder,4368.56,nonmover,nonmover,nonmover,yes,not_in_universe,0,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,1,0,training_set
928,34,private,41,8,11,0,not_in_universe,never_married,hospital_services,professional_specialty,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,head_of_household,not_in_universe,not_in_universe,householder,householder,1014.99,nonmover,nonmover,nonmover,yes,not_in_universe,6,not_in_universe,germany,germany,germany,foreign_born-_u_s_citizen_by_naturalization,not_in_universe,not_in_universe,no,52,1,0,training_set
929,36,private,25,42,9,0,not_in_universe,married-civilian_spouse_present,manufacturing-nondurable_goods,handlers_equip_cleaners_etc,white,puerto_rican,male,not_in_universe,not_in_universe,full-time_schedules,2829,0,0,joint_both_under_65,not_in_universe,not_in_universe,householder,householder,328.6,?,?,?,not_in_universe_under_1_year_old,?,3,not_in_universe,puerto-rico,puerto-rico,puerto-rico,native-_born_in_puerto_rico_or_u_s_outlying,not_in_universe,not_in_universe,no,52,2,0,training_set
930,16,not_in_universe,0,0,5,0,high_school,never_married,not_in_universe_or_children,not_in_universe,black,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,south,delaware,other_rel_<18_never_marr_not_in_subfamily,other_relative_of_householder,714.23,msa_to_msa,same_county,same_county,no,no,0,neither_parent_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,1,0,training_set
931,0,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,1118.57,not_in_universe,not_in_universe,not_in_universe,not_in_universe_under_1_year_old,not_in_universe,0,father_only_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,1,0,training_set
932,57,private,33,29,4,0,not_in_universe,married-civilian_spouse_present,retail_trade,other_service,white,all_other,female,not_in_universe,not_in_universe,not_in_labor_force,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,2002.24,?,?,?,not_in_universe_under_1_year_old,?,6,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,40,2,0,training_set
933,9,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,black,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,other_rel_<18_never_marr_child_of_subfamily_rp,other_relative_of_householder,1093.12,nonmover,nonmover,nonmover,yes,not_in_universe,0,mother_only_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,1,0,training_set
934,27,private,33,19,10,0,not_in_universe,never_married,retail_trade,sales,white,all_other,male,not_in_universe,not_in_universe,full-time_schedules,0,0,0,single,not_in_universe,not_in_universe,child_18+_never_marr_not_in_a_subfamily,child_18_or_older,746.33,?,?,?,not_in_universe_under_1_year_old,?,4,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,no,not_in_universe,no,52,2,0,training_set
935,39,private,43,25,10,0,not_in_universe,married-civilian_spouse_present,education,adm_support_including_clerical,black,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,joint_both_under_65,south,utah,child_18+_ever_marr_rp_of_subfamily,child_18_or_older,3344.46,msa_to_msa,different_state_same_division,different_state_in_south,no,yes,6,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,no,not_in_universe,no,52,1,0,training_set
936,54,federal_government,41,8,11,0,not_in_universe,married-civilian_spouse_present,hospital_services,professional_specialty,white,all_other,male,not_in_universe,not_in_universe,full-time_schedules,0,0,140,joint_both_under_65,not_in_universe,not_in_universe,householder,householder,641.87,?,?,?,not_in_universe_under_1_year_old,?,6,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,2,1,training_set
937,38,local_government,29,2,10,0,not_in_universe,married-civilian_spouse_present,transportation,executive_admin_and_managerial,white,all_other,female,not_in_universe,not_in_universe,full-time_schedules,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,3956.62,?,?,?,not_in_universe_under_1_year_old,?,2,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,no,not_in_universe,no,52,2,0,training_set
938,42,private,18,2,13,0,not_in_universe,married-civilian_spouse_present,manufacturing-durable_goods,executive_admin_and_managerial,white,all_other,female,not_in_universe,not_in_universe,full-time_schedules,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,749.34,?,?,?,not_in_universe_under_1_year_old,?,1,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,2,0,training_set
939,14,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,1395.47,?,?,?,not_in_universe_under_1_year_old,?,0,both_parents_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,2,0,training_set
940,47,private,18,37,9,0,not_in_universe,married-civilian_spouse_present,manufacturing-durable_goods,machine_operators_assmblrs_&_inspctrs,other,central_or_south_american,male,no,not_in_universe,children_or_armed_forces,0,0,0,joint_both_under_65,abroad,abroad,other_rel_18+_spouse_of_subfamily_rp,other_relative_of_householder,980.25,abroad_to_msa,abroad,abroad,no,no,1,not_in_universe,columbia,columbia,columbia,foreign_born-_not_a_citizen_of_u_s,not_in_universe,not_in_universe,no,8,1,0,training_set
